id_cliente,credit_aprobado,línea_credito_potencial,delegacion,estado_civil,saldo_promedio,tipo_cuenta,total_depositos
45845,0.0,851349.3717,Alvaro Obregon,casado/a,842920.17,Ahorro,2
46024,0.0,518911.4875,Benito Juarez,soltero/a,513773.75,Ahorro,2
46065,0.0,101680.942,Miguel Hidalgo,soltero/a,100674.2,Ahorro,2
46069,0.0,878227.1786,Cuauhtemoc,casado/a,869531.86,Ahorro,2
46163,0.0,957482.7472,Iztacalco,viudo/a,948002.72,Ahorro,2
46643,0.0,278977.1197,Cuauhtemoc,viudo/a,276214.97,Ahorro,2
46688,0.0,262623.13910000003,Tlahuac,casado/a,260022.91,Ahorro,2
46759,1.0,493207.2,Magdalena Contreras,casado/a,411006.0,Ahorro,3
46888,1.0,287792.832,Cuajimalpa,casado/a,239827.36,Ahorro,2
46881,1.0,1110531.828,Benito Juarez,casado/a,925443.19,Ahorro,2
47061,0.0,840881.9539,Tlalpan,viudo/a,832556.39,Ahorro,2
47169,0.0,498353.2304,Cuajimalpa,casado/a,493419.04,Ahorro,2
47675,0.0,571388.7948,Iztacalco,viudo/a,565731.48,Ahorro,2
47789,1.0,0.0,Venustiano Carranza,soltero/a,793217.78,Ahorro,2
47792,1.0,372637.68,Cuajimalpa,soltero/a,310531.4,Ahorro,2
47941,0.0,404536.4514,Miguel Hidalgo,soltero/a,400531.14,Ahorro,2
47986,1.0,312634.89599999995,Gustavo A. Madero,viudo/a,260529.08,Ahorro,2
48708,1.0,428605.596,Cuauhtemoc,casado/a,357171.33,Ahorro,4
48974,0.0,52308.6676,Venustiano Carranza,soltero/a,51790.76,Ahorro,2
49389,0.0,221793.6669,Iztacalco,soltero/a,219597.69,Ahorro,2
49491,1.0,725859.2999999999,Tlahuac,soltero/a,604882.75,Ahorro,3
49572,1.0,545998.008,Xochimilco,casado/a,454998.34,Ahorro,2
49688,1.0,1064920.932,Iztapalapa,soltero/a,887434.11,Ahorro,3
49862,0.0,162848.562,Gustavo A. Madero,viudo/a,161236.2,Ahorro,2
50154,0.0,800111.8293000001,Milpa Alta,viudo/a,792189.93,Ahorro,2
50160,1.0,133296.504,Milpa Alta,viudo/a,111080.42,Ahorro,3
50298,0.0,508972.5219,Venustiano Carranza,soltero/a,503933.19,Ahorro,2
50392,1.0,484204.032,Tlalpan,viudo/a,403503.36,Ahorro,2
50760,0.0,974431.2239,Iztapalapa,casado/a,964783.39,Ahorro,2
51043,1.0,937055.088,Gustavo A. Madero,soltero/a,780879.24,Ahorro,2
51260,0.0,743762.8082,Venustiano Carranza,viudo/a,736398.82,Ahorro,2
51432,0.0,335586.0946,Alvaro Obregon,casado/a,332263.46,Ahorro,2
51482,1.0,813302.9759999999,Magdalena Contreras,soltero/a,677752.48,Ahorro,2
51533,0.0,274547.6132,Miguel Hidalgo,soltero/a,271829.32,Ahorro,2
51557,0.0,230524.5614,Azcapotzalco,soltero/a,228242.14,Ahorro,2
51995,1.0,784178.148,Tlalpan,viudo/a,653481.79,Ahorro,2
52127,1.0,695443.4759999999,Venustiano Carranza,casado/a,579536.23,Ahorro,3
52280,1.0,585602.532,Gustavo A. Madero,soltero/a,488002.11,Ahorro,3
52374,1.0,871232.0160000001,Azcapotzalco,soltero/a,726026.68,Ahorro,2
52463,0.0,324621.6861,Cuauhtemoc,viudo/a,321407.61,Ahorro,2
53174,0.0,639349.7455000001,Azcapotzalco,viudo/a,633019.55,Ahorro,2
53219,1.0,1140305.6879999998,Miguel Hidalgo,viudo/a,950254.74,Ahorro,3
53489,1.0,963078.648,Xochimilco,viudo/a,802565.54,Ahorro,2
53503,0.0,535548.1267,Cuauhtemoc,soltero/a,530245.67,Ahorro,2
53604,0.0,212224.634,Azcapotzalco,viudo/a,210123.4,Ahorro,2
53659,1.0,52646.112,Venustiano Carranza,viudo/a,43871.76,Ahorro,2
54161,0.0,874563.9793,Iztacalco,viudo/a,865904.93,Ahorro,2
54421,0.0,776914.1897,Cuajimalpa,viudo/a,769221.97,Ahorro,2
54429,1.0,1003005.156,Magdalena Contreras,soltero/a,835837.63,Ahorro,3
54795,0.0,709955.0782,Iztacalco,viudo/a,702925.82,Ahorro,2
54952,0.0,860694.6895999999,Tlalpan,soltero/a,852172.96,Ahorro,2
55045,0.0,968907.3723,Cuauhtemoc,casado/a,959314.23,Ahorro,2
55075,1.0,467047.98,Xochimilco,viudo/a,389206.65,Ahorro,3
55185,1.0,13367.844,Gustavo A. Madero,soltero/a,11139.87,Ahorro,2
55336,0.0,474128.7339,Magdalena Contreras,soltero/a,469434.39,Ahorro,2
55352,1.0,373077.516,Tlalpan,soltero/a,310897.93,Ahorro,3
55391,1.0,820322.568,Cuauhtemoc,viudo/a,683602.14,Ahorro,2
55489,1.0,759512.112,Benito Juarez,casado/a,632926.76,Ahorro,2
55562,0.0,647310.0908,Gustavo A. Madero,soltero/a,640901.08,Ahorro,2
56022,1.0,619610.1599999999,Tlahuac,soltero/a,516341.8,Ahorro,3
56152,1.0,1072461.024,Azcapotzalco,soltero/a,893717.52,Ahorro,2
56524,0.0,541638.4671,Coyoacan,viudo/a,536275.71,Ahorro,2
56646,0.0,824690.4116,Milpa Alta,viudo/a,816525.16,Ahorro,2
57187,0.0,962362.5218,Coyoacan,soltero/a,952834.18,Ahorro,2
57239,0.0,819711.8084999999,Magdalena Contreras,soltero/a,811595.85,Ahorro,2
57255,0.0,0.0,Milpa Alta,viudo/a,443147.17,Ahorro,2
57416,1.0,500237.904,Azcapotzalco,viudo/a,416864.92,Ahorro,2
57563,0.0,507748.5433,Benito Juarez,casado/a,502721.33,Ahorro,2
57756,0.0,998127.5409,Xochimilco,casado/a,988245.09,Ahorro,2
57801,1.0,578074.236,Gustavo A. Madero,casado/a,481728.53,Ahorro,2
58107,1.0,328551.396,Magdalena Contreras,viudo/a,273792.83,Ahorro,2
58294,0.0,263605.5358,Benito Juarez,soltero/a,260995.58,Ahorro,2
58309,1.0,524209.476,Tlahuac,viudo/a,436841.23,Ahorro,2
58615,0.0,167401.5107,Miguel Hidalgo,casado/a,165744.07,Ahorro,2
58859,1.0,928372.932,Gustavo A. Madero,casado/a,773644.11,Ahorro,2
58949,0.0,198741.9319,Coyoacan,viudo/a,196774.19,Ahorro,2
59025,1.0,252859.56,Gustavo A. Madero,viudo/a,210716.3,Ahorro,2
59089,1.0,989354.064,Gustavo A. Madero,casado/a,824461.72,Ahorro,2
59149,1.0,1123449.156,Alvaro Obregon,casado/a,936207.63,Ahorro,2
59418,1.0,584507.6039999999,Iztapalapa,soltero/a,487089.67,Ahorro,2
59480,1.0,533779.3439999999,Cuajimalpa,soltero/a,444816.12,Ahorro,2
59542,1.0,697395.288,Iztapalapa,viudo/a,581162.74,Ahorro,2
59928,0.0,438552.5141,Iztacalco,casado/a,434210.41,Ahorro,2
60000,0.0,773647.5669,Cuajimalpa,casado/a,765987.69,Ahorro,2
60010,0.0,33604.0635,Miguel Hidalgo,soltero/a,33271.35,Ahorro,2
60090,1.0,433587.168,Tlahuac,casado/a,361322.64,Ahorro,2
60194,0.0,461395.371,Tlalpan,viudo/a,456827.1,Ahorro,2
60198,1.0,679700.1959999999,Benito Juarez,soltero/a,566416.83,Ahorro,2
60435,1.0,335152.176,Iztapalapa,casado/a,279293.48,Ahorro,2
60462,1.0,1053524.604,Cuajimalpa,soltero/a,877937.17,Ahorro,2
60467,0.0,859343.1278,Magdalena Contreras,soltero/a,850834.78,Ahorro,2
60643,1.0,311054.34,Iztapalapa,casado/a,259211.95,Ahorro,2
60658,0.0,762393.8439,Venustiano Carranza,casado/a,754845.39,Ahorro,2
61059,0.0,630075.9659,Benito Juarez,casado/a,623837.59,Ahorro,2
61099,1.0,151950.96,Tlahuac,viudo/a,126625.8,Ahorro,2
61303,1.0,0.0,Magdalena Contreras,casado/a,774575.37,Ahorro,2
61315,1.0,171823.356,Gustavo A. Madero,soltero/a,143186.13,Ahorro,2
61497,1.0,201774.876,Iztacalco,casado/a,168145.73,Ahorro,2
61546,0.0,48444.246,Magdalena Contreras,casado/a,47964.6,Ahorro,2
61670,0.0,210203.2705,Venustiano Carranza,viudo/a,208122.05,Ahorro,2
61731,1.0,716278.716,Iztapalapa,casado/a,596898.93,Ahorro,2
62025,1.0,286414.32,Cuajimalpa,viudo/a,238678.6,Ahorro,2
62080,1.0,90706.21199999998,Coyoacan,soltero/a,75588.51,Ahorro,2
62338,1.0,1157680.704,Alvaro Obregon,soltero/a,964733.92,Ahorro,2
62569,0.0,291231.2073,Iztapalapa,soltero/a,288347.73,Ahorro,2
62638,0.0,481315.3485,Benito Juarez,soltero/a,476549.85,Ahorro,2
62688,1.0,1148314.74,Cuajimalpa,viudo/a,956928.95,Ahorro,2
62752,0.0,0.0,Alvaro Obregon,casado/a,326584.36,Ahorro,2
62754,1.0,33356.148,Cuajimalpa,soltero/a,27796.79,Ahorro,2
62874,0.0,328854.3739,Iztapalapa,viudo/a,325598.39,Ahorro,2
62927,1.0,368993.988,Xochimilco,viudo/a,307494.99,Ahorro,2
62976,1.0,638394.8279999999,Iztapalapa,viudo/a,531995.69,Ahorro,2
62981,0.0,248131.0127,Alvaro Obregon,soltero/a,245674.27,Ahorro,2
63028,0.0,823647.5765000001,Cuauhtemoc,viudo/a,815492.65,Ahorro,2
63079,0.0,105546.1716,Cuauhtemoc,soltero/a,104501.16,Ahorro,2
63084,0.0,977730.8434,Iztacalco,viudo/a,968050.34,Ahorro,2
63134,0.0,94411.5781,Xochimilco,casado/a,93476.81,Ahorro,2
63165,0.0,549938.0411,Coyoacan,viudo/a,544493.11,Ahorro,2
63438,1.0,65186.712,Venustiano Carranza,viudo/a,54322.26,Ahorro,3
63549,1.0,586765.812,Iztapalapa,casado/a,488971.51,Ahorro,2
63772,0.0,163620.71709999998,Magdalena Contreras,viudo/a,162000.71,Ahorro,2
63851,0.0,676238.6118000001,Cuauhtemoc,soltero/a,669543.18,Ahorro,2
63901,1.0,1191697.512,Xochimilco,casado/a,993081.26,Ahorro,2
64049,0.0,901459.0673,Azcapotzalco,casado/a,892533.73,Ahorro,2
64267,1.0,687815.796,Tlahuac,casado/a,573179.83,Ahorro,2
64346,0.0,171522.6238,Tlahuac,soltero/a,169824.38,Ahorro,2
64823,0.0,174882.0454,Cuauhtemoc,viudo/a,173150.54,Ahorro,2
65035,1.0,252611.844,Cuauhtemoc,casado/a,210509.87,Ahorro,2
65280,1.0,65926.87199999999,Cuajimalpa,viudo/a,54939.06,Ahorro,2
65380,0.0,252830.977,Cuauhtemoc,viudo/a,250327.7,Ahorro,2
65456,0.0,226652.0497,Venustiano Carranza,viudo/a,224407.97,Ahorro,2
65676,1.0,1043905.26,Gustavo A. Madero,casado/a,869921.05,Ahorro,2
65943,1.0,307175.568,Tlalpan,casado/a,255979.64,Ahorro,2
66056,0.0,650230.3139000001,Tlalpan,soltero/a,643792.39,Ahorro,2
66071,0.0,585029.5316,Coyoacan,soltero/a,579237.16,Ahorro,2
66237,0.0,379787.7043,Cuajimalpa,viudo/a,376027.43,Ahorro,2
66352,0.0,170887.37420000002,Gustavo A. Madero,casado/a,169195.42,Ahorro,2
66762,1.0,327294.42,Xochimilco,viudo/a,272745.35,Ahorro,2
66765,1.0,98998.56,Cuauhtemoc,casado/a,82498.8,Ahorro,3
66846,0.0,556620.7263,Benito Juarez,soltero/a,551109.63,Ahorro,2
66855,0.0,657440.108,Coyoacan,viudo/a,650930.8,Ahorro,2
66858,1.0,1184203.284,Tlalpan,soltero/a,986836.07,Ahorro,2
66947,1.0,481585.74,Milpa Alta,casado/a,401321.45,Ahorro,2
66990,1.0,156688.152,Miguel Hidalgo,soltero/a,130573.46,Ahorro,4
67165,1.0,408523.032,Alvaro Obregon,viudo/a,340435.86,Ahorro,2
67283,0.0,488219.0621,Benito Juarez,casado/a,483385.21,Ahorro,2
67534,1.0,5774.472000000001,Coyoacan,viudo/a,4812.06,Ahorro,2
67776,1.0,679641.36,Venustiano Carranza,soltero/a,566367.8,Ahorro,2
67855,0.0,988814.1087,Coyoacan,casado/a,979023.87,Ahorro,2
67916,0.0,882337.2019,Iztacalco,casado/a,873601.19,Ahorro,2
68015,1.0,123364.068,Gustavo A. Madero,casado/a,102803.39,Ahorro,2
68143,1.0,671207.088,Azcapotzalco,casado/a,559339.24,Ahorro,2
68525,1.0,981316.068,Cuajimalpa,viudo/a,817763.39,Ahorro,2
68601,1.0,984640.44,Magdalena Contreras,soltero/a,820533.7,Ahorro,2
68677,0.0,36334.8207,Alvaro Obregon,soltero/a,35975.07,Ahorro,2
68946,1.0,16023.54,Xochimilco,soltero/a,13352.95,Ahorro,3
68990,1.0,235902.612,Iztapalapa,viudo/a,196585.51,Ahorro,2
69193,0.0,58930.985100000005,Benito Juarez,soltero/a,58347.51,Ahorro,2
69274,1.0,229235.7,Iztapalapa,casado/a,191029.75,Ahorro,2
69453,0.0,68759.1537,Iztacalco,casado/a,68078.37,Ahorro,2
69832,1.0,791381.532,Miguel Hidalgo,viudo/a,659484.61,Ahorro,2
70004,0.0,580036.3239000001,Milpa Alta,casado/a,574293.39,Ahorro,2
70255,1.0,770907.0839999999,Milpa Alta,casado/a,642422.57,Ahorro,2
70307,0.0,798307.4946,Iztapalapa,casado/a,790403.46,Ahorro,2
70484,1.0,82870.02,Tlalpan,casado/a,69058.35,Ahorro,2
70956,1.0,457142.58,Cuauhtemoc,viudo/a,380952.15,Ahorro,2
71091,1.0,860276.34,Xochimilco,viudo/a,716896.95,Ahorro,2
71161,0.0,474931.3607,Benito Juarez,casado/a,470229.07,Ahorro,2
71510,1.0,548342.76,Cuajimalpa,soltero/a,456952.3,Ahorro,2
71573,1.0,89558.628,Coyoacan,soltero/a,74632.19,Ahorro,2
71700,0.0,552718.1065,Xochimilco,viudo/a,547245.65,Ahorro,2
71755,1.0,711492.624,Venustiano Carranza,casado/a,592910.52,Ahorro,2
71774,0.0,410529.8823,Milpa Alta,viudo/a,406465.23,Ahorro,2
71899,1.0,947213.016,Gustavo A. Madero,viudo/a,789344.18,Ahorro,2
71963,1.0,818432.748,Alvaro Obregon,soltero/a,682027.29,Ahorro,2
72112,0.0,175408.2251,Cuajimalpa,casado/a,173671.51,Ahorro,2
72252,1.0,519952.092,Venustiano Carranza,soltero/a,433293.41,Ahorro,2
72400,1.0,189732.648,Tlalpan,viudo/a,158110.54,Ahorro,2
72412,0.0,517582.8931,Azcapotzalco,casado/a,512458.31,Ahorro,2
72567,0.0,698261.4598,Miguel Hidalgo,soltero/a,691347.98,Ahorro,2
72574,1.0,993934.548,Tlahuac,casado/a,828278.79,Ahorro,2
72578,1.0,63995.796,Gustavo A. Madero,soltero/a,53329.83,Ahorro,3
72639,0.0,708461.0256,Gustavo A. Madero,casado/a,701446.56,Ahorro,2
72661,0.0,172322.0287,Xochimilco,casado/a,170615.87,Ahorro,2
72987,1.0,347511.948,Xochimilco,soltero/a,289593.29,Ahorro,2
73096,1.0,408465.276,Tlahuac,casado/a,340387.73,Ahorro,2
73139,0.0,332443.16650000005,Gustavo A. Madero,casado/a,329151.65,Ahorro,2
73486,1.0,0.0,Magdalena Contreras,casado/a,905121.91,Ahorro,2
73748,1.0,693771.444,Milpa Alta,soltero/a,578142.87,Ahorro,3
73829,0.0,45973.7658,Alvaro Obregon,soltero/a,45518.58,Ahorro,2
73895,0.0,0.0,Venustiano Carranza,viudo/a,735368.78,Ahorro,2
74157,1.0,668429.136,Milpa Alta,viudo/a,557024.28,Ahorro,2
74418,1.0,831551.4600000001,Alvaro Obregon,viudo/a,692959.55,Ahorro,2
74424,1.0,26641.248,Alvaro Obregon,casado/a,22201.04,Ahorro,4
74430,0.0,576730.5535,Gustavo A. Madero,casado/a,571020.35,Ahorro,2
74661,1.0,411868.104,Venustiano Carranza,casado/a,343223.42,Ahorro,3
74827,0.0,851200.4371,Cuauhtemoc,casado/a,842772.71,Ahorro,2
74837,1.0,641044.62,Gustavo A. Madero,soltero/a,534203.85,Ahorro,2
74894,0.0,702096.9449,Venustiano Carranza,soltero/a,695145.49,Ahorro,2
75200,0.0,464129.0168,Cuajimalpa,soltero/a,459533.68,Ahorro,2
75544,1.0,278029.8,Azcapotzalco,soltero/a,231691.5,Ahorro,2
76013,1.0,328506.264,Tlahuac,soltero/a,273755.22,Ahorro,2
76062,1.0,223174.068,Benito Juarez,soltero/a,185978.39,Ahorro,2
76250,0.0,112820.7673,Tlalpan,casado/a,111703.73,Ahorro,3
76475,0.0,914986.1488,Iztacalco,casado/a,905926.88,Ahorro,3
76956,1.0,982495.116,Alvaro Obregon,soltero/a,818745.93,Ahorro,3
77029,1.0,717298.4759999999,Miguel Hidalgo,viudo/a,597748.73,Ahorro,2
77046,1.0,802308.012,Benito Juarez,soltero/a,668590.01,Ahorro,2
77158,0.0,733839.0632999999,Magdalena Contreras,soltero/a,726573.33,Ahorro,2
77263,1.0,393302.364,Iztacalco,casado/a,327751.97,Ahorro,2
77279,1.0,821820.912,Alvaro Obregon,casado/a,684850.76,Ahorro,3
77374,1.0,22686.108,Tlahuac,casado/a,18905.09,Ahorro,2
77459,1.0,899643.9,Miguel Hidalgo,casado/a,749703.25,Ahorro,2
77478,1.0,227165.712,Miguel Hidalgo,viudo/a,189304.76,Ahorro,2
77544,1.0,1003718.772,Alvaro Obregon,casado/a,836432.31,Ahorro,2
77636,1.0,601958.8439999999,Gustavo A. Madero,soltero/a,501632.37,Ahorro,2
77929,1.0,352978.416,Azcapotzalco,soltero/a,294148.68,Ahorro,2
78193,1.0,558244.26,Miguel Hidalgo,viudo/a,465203.55,Ahorro,2
78669,1.0,1086302.22,Azcapotzalco,soltero/a,905251.85,Ahorro,2
78738,0.0,408032.3644,Milpa Alta,casado/a,403992.44,Ahorro,2
78847,0.0,163191.63880000002,Azcapotzalco,soltero/a,161575.88,Ahorro,2
78849,1.0,789721.056,Iztapalapa,casado/a,658100.88,Ahorro,3
78890,0.0,262459.6504,Alvaro Obregon,casado/a,259861.04,Ahorro,2
79033,0.0,985966.5955,Iztapalapa,viudo/a,976204.55,Ahorro,2
79205,1.0,1035298.224,Iztacalco,soltero/a,862748.52,Ahorro,2
79284,0.0,61398.879700000005,Coyoacan,soltero/a,60790.97,Ahorro,2
79546,1.0,510985.548,Tlahuac,casado/a,425821.29,Ahorro,2
79655,0.0,931234.7056,Coyoacan,viudo/a,922014.56,Ahorro,2
79674,1.0,197701.116,Milpa Alta,casado/a,164750.93,Ahorro,3
79709,1.0,557173.152,Tlahuac,soltero/a,464310.96,Ahorro,2
79739,1.0,175774.02,Venustiano Carranza,casado/a,146478.35,Ahorro,2
79842,1.0,100985.676,Iztacalco,soltero/a,84154.73,Ahorro,2
79966,1.0,501311.652,Coyoacan,casado/a,417759.71,Ahorro,2
80141,1.0,761316.732,Alvaro Obregon,viudo/a,634430.61,Ahorro,2
80193,1.0,925077.096,Venustiano Carranza,casado/a,770897.58,Ahorro,2
80744,1.0,1033909.632,Cuajimalpa,viudo/a,861591.36,Ahorro,2
80794,1.0,703422.492,Iztapalapa,viudo/a,586185.41,Ahorro,2
80967,0.0,0.0,Coyoacan,viudo/a,9407.3,Ahorro,2
81017,1.0,1053624.6,Miguel Hidalgo,viudo/a,878020.5,Ahorro,2
81035,0.0,935546.8097,Milpa Alta,casado/a,926283.97,Ahorro,2
81064,1.0,916184.724,Benito Juarez,soltero/a,763487.27,Ahorro,2
81235,0.0,569448.5443999999,Cuajimalpa,soltero/a,563810.44,Ahorro,2
81264,0.0,181836.3095,Xochimilco,viudo/a,180035.95,Ahorro,2
81270,1.0,185850.228,Iztacalco,casado/a,154875.19,Ahorro,2
81389,1.0,499801.6919999999,Miguel Hidalgo,viudo/a,416501.41,Ahorro,2
81452,1.0,825407.364,Iztacalco,viudo/a,687839.47,Ahorro,3
81491,0.0,727021.8056999999,Azcapotzalco,viudo/a,719823.57,Ahorro,2
81599,0.0,1000550.9652,Milpa Alta,viudo/a,990644.52,Ahorro,2
81606,1.0,109587.384,Gustavo A. Madero,viudo/a,91322.82,Ahorro,2
81745,1.0,312368.016,Azcapotzalco,casado/a,260306.68,Ahorro,2
81990,1.0,117334.656,Benito Juarez,viudo/a,97778.88,Ahorro,2
82155,0.0,268101.1367,Miguel Hidalgo,soltero/a,265446.67,Ahorro,2
82547,1.0,141276.684,Coyoacan,casado/a,117730.57,Ahorro,2
82552,0.0,573181.4842000001,Gustavo A. Madero,viudo/a,567506.42,Ahorro,2
82786,0.0,964651.0303,Milpa Alta,viudo/a,955100.03,Ahorro,2
82920,1.0,1131360.564,Tlalpan,soltero/a,942800.47,Ahorro,2
82974,0.0,471674.7571000001,Xochimilco,soltero/a,467004.71,Ahorro,2
83073,1.0,775730.676,Milpa Alta,soltero/a,646442.23,Ahorro,2
83206,0.0,725053.6389,Gustavo A. Madero,soltero/a,717874.89,Ahorro,2
83359,0.0,557947.8966000001,Cuajimalpa,soltero/a,552423.66,Ahorro,2
83651,0.0,221241.9948,Cuajimalpa,viudo/a,219051.48,Ahorro,2
83863,1.0,310472.604,Tlalpan,soltero/a,258727.17,Ahorro,2
83918,0.0,109764.0225,Magdalena Contreras,viudo/a,108677.25,Ahorro,2
83935,1.0,202244.604,Magdalena Contreras,casado/a,168537.17,Ahorro,2
84273,0.0,643643.5787,Alvaro Obregon,viudo/a,637270.87,Ahorro,2
84303,1.0,382950.324,Iztapalapa,viudo/a,319125.27,Ahorro,2
84361,1.0,311905.848,Iztapalapa,soltero/a,259921.54,Ahorro,2
84368,1.0,699928.2,Tlalpan,viudo/a,583273.5,Ahorro,2
84516,0.0,598645.3618000001,Coyoacan,viudo/a,592718.18,Ahorro,2
84594,0.0,659169.7229,Alvaro Obregon,soltero/a,652643.29,Ahorro,3
85170,0.0,440165.5952,Tlahuac,soltero/a,435807.52,Ahorro,2
85241,1.0,55177.152,Miguel Hidalgo,casado/a,45980.96,Ahorro,2
85513,0.0,264013.2021,Milpa Alta,soltero/a,261399.21,Ahorro,2
85876,0.0,874944.6281000001,Venustiano Carranza,casado/a,866281.81,Ahorro,2
85979,0.0,145402.70070000002,Coyoacan,soltero/a,143963.07,Ahorro,2
86023,1.0,482105.388,Xochimilco,soltero/a,401754.49,Ahorro,2
86863,0.0,907708.0787,Alvaro Obregon,casado/a,898720.87,Ahorro,2
86875,1.0,860776.56,Alvaro Obregon,soltero/a,717313.8,Ahorro,2
86968,1.0,1013435.796,Alvaro Obregon,soltero/a,844529.83,Ahorro,2
87120,0.0,66715.0753,Gustavo A. Madero,casado/a,66054.53,Ahorro,2
87156,0.0,994870.6848,Iztacalco,soltero/a,985020.48,Ahorro,2
87339,0.0,166799.24769999998,Venustiano Carranza,casado/a,165147.77,Ahorro,2
87350,0.0,567650.7444,Azcapotzalco,viudo/a,562030.44,Ahorro,2
87418,1.0,356933.724,Miguel Hidalgo,casado/a,297444.77,Ahorro,3
87429,1.0,434203.8,Cuauhtemoc,casado/a,361836.5,Ahorro,2
87623,1.0,561362.328,Gustavo A. Madero,casado/a,467801.94,Ahorro,2
87649,1.0,197733.672,Miguel Hidalgo,soltero/a,164778.06,Ahorro,2
87731,0.0,568654.7753,Gustavo A. Madero,soltero/a,563024.53,Ahorro,2
87828,0.0,1517.6058,Iztapalapa,casado/a,1502.58,Ahorro,2
87885,1.0,579930.504,Tlahuac,soltero/a,483275.42,Ahorro,2
88402,1.0,754584.624,Cuauhtemoc,casado/a,628820.52,Ahorro,2
88441,0.0,181529.0473,Cuajimalpa,soltero/a,179731.73,Ahorro,2
88642,1.0,0.0,Xochimilco,viudo/a,593542.09,Ahorro,2
88764,1.0,820560.9959999999,Azcapotzalco,viudo/a,683800.83,Ahorro,2
88806,1.0,1127976.516,Coyoacan,viudo/a,939980.43,Ahorro,2
88913,1.0,1043339.544,Cuauhtemoc,soltero/a,869449.62,Ahorro,2
89392,1.0,786686.94,Iztacalco,soltero/a,655572.45,Ahorro,2
89642,1.0,403427.868,Magdalena Contreras,casado/a,336189.89,Ahorro,2
89836,0.0,248139.628,Venustiano Carranza,viudo/a,245682.8,Ahorro,2
90002,1.0,993234.528,Milpa Alta,casado/a,827695.44,Ahorro,2
90011,1.0,627934.776,Iztacalco,soltero/a,523278.98,Ahorro,3
90052,1.0,881530.656,Coyoacan,soltero/a,734608.88,Ahorro,3
90116,1.0,817248.7559999999,Iztapalapa,casado/a,681040.63,Ahorro,2
90216,0.0,669543.0793999999,Alvaro Obregon,soltero/a,662913.94,Ahorro,2
90669,0.0,553668.365,Magdalena Contreras,casado/a,548186.5,Ahorro,2
90989,0.0,291800.2312,Iztapalapa,casado/a,288911.12,Ahorro,2
91018,0.0,286213.37580000004,Iztapalapa,casado/a,283379.58,Ahorro,2
91044,1.0,405919.728,Venustiano Carranza,casado/a,338266.44,Ahorro,2
91116,0.0,637949.4916000001,Miguel Hidalgo,viudo/a,631633.16,Ahorro,2
91569,1.0,78214.632,Venustiano Carranza,soltero/a,65178.86,Ahorro,2
92072,1.0,730912.9319999999,Iztacalco,viudo/a,609094.11,Ahorro,2
92214,0.0,438298.6304,Tlahuac,soltero/a,433959.04,Ahorro,2
92422,1.0,933650.052,Azcapotzalco,viudo/a,778041.71,Ahorro,2
92491,1.0,846057.9600000001,Gustavo A. Madero,soltero/a,705048.3,Ahorro,2
92672,1.0,1156861.116,Milpa Alta,soltero/a,964050.93,Ahorro,2
92863,1.0,555431.82,Miguel Hidalgo,soltero/a,462859.85,Ahorro,2
93062,0.0,352549.10520000005,Venustiano Carranza,viudo/a,349058.52,Ahorro,2
93368,0.0,105561.5943,Azcapotzalco,casado/a,104516.43,Ahorro,2
93920,0.0,919546.7432,Venustiano Carranza,soltero/a,910442.32,Ahorro,2
93937,1.0,149359.464,Benito Juarez,soltero/a,124466.22,Ahorro,2
93942,0.0,101892.8602,Benito Juarez,casado/a,100884.02,Ahorro,2
94133,0.0,230755.5484,Iztacalco,soltero/a,228470.84,Ahorro,2
94262,1.0,1043735.088,Cuajimalpa,viudo/a,869779.24,Ahorro,3
94303,1.0,1178068.464,Tlahuac,casado/a,981723.72,Ahorro,2
94345,1.0,716587.6079999999,Tlahuac,casado/a,597156.34,Ahorro,2
94411,0.0,103417.7784,Miguel Hidalgo,viudo/a,102393.84,Ahorro,2
94924,1.0,885953.7,Gustavo A. Madero,soltero/a,738294.75,Ahorro,2
95016,0.0,17099.491899999997,Magdalena Contreras,soltero/a,16930.19,Ahorro,2
95022,0.0,678140.0681,Alvaro Obregon,casado/a,671425.81,Ahorro,2
95391,0.0,0.0,Alvaro Obregon,casado/a,65603.51,Ahorro,2
95392,0.0,372423.7236,Iztacalco,soltero/a,368736.36,Ahorro,2
95675,0.0,244251.6936,Milpa Alta,soltero/a,241833.36,Ahorro,2
95809,0.0,269766.0409,Tlalpan,viudo/a,267095.09,Ahorro,2
95884,0.0,112071.418,Tlahuac,soltero/a,110961.8,Ahorro,2
96084,0.0,990914.0704,Iztacalco,casado/a,981103.04,Ahorro,2
96140,0.0,914188.976,Tlalpan,viudo/a,905137.6,Ahorro,2
96264,0.0,648672.2576,Xochimilco,casado/a,642249.76,Ahorro,2
96889,0.0,185730.1726,Milpa Alta,soltero/a,183891.26,Ahorro,2
97068,1.0,1159156.08,Benito Juarez,viudo/a,965963.4,Ahorro,2
97205,1.0,544610.94,Cuauhtemoc,soltero/a,453842.45,Ahorro,2
97380,0.0,0.0,Miguel Hidalgo,soltero/a,42090.45,Ahorro,2
97393,0.0,52314.0004,Milpa Alta,viudo/a,51796.04,Ahorro,2
97427,1.0,811977.312,Tlahuac,viudo/a,676647.76,Ahorro,2
97492,0.0,566653.7936,Milpa Alta,casado/a,561043.36,Ahorro,2
98047,1.0,584924.736,Iztapalapa,viudo/a,487437.28,Ahorro,2
